userId,movieId,rating,timestamp
1,144,3.5,1000000000
1,131,4.5,1000000001
1,1,3.5,1000000002
1,22,4.5,1000000003
1,72,5.0,1000000004
1,102,3.0,1000000005
1,56,1.5,1000000006
1,57,3.0,1000000007
1,140,2.5,1000000008
2,62,5.0,1000000009
2,10,4.0,1000000010
2,40,4.5,1000000011
2,41,5.0,1000000012
2,13,4.5,1000000013
2,133,4.5,1000000014
2,149,4.0,1000000015
2,30,4.5,1000000016
2,17,4.5,1000000017
2,144,4.0,1000000018
2,74,4.0,1000000019
2,92,5.0,1000000020
2,45,4.5,1000000021
2,87,4.0,1000000022
2,16,5.0,1000000023
2,50,5.0,1000000024
2,52,2.5,1000000025
2,56,2.0,1000000026
2,96,2.5,1000000027
2,34,2.0,1000000028
2,3,2.0,1000000029
2,55,1.0,1000000030
2,108,1.0,1000000031
3,81,4.0,1000000032
3,71,5.0,1000000033
3,145,4.0,1000000034
3,29,3.5,1000000035
3,12,4.5,1000000036
3,144,5.0,1000000037
3,49,4.0,1000000038
3,46,4.5,1000000039
3,44,4.5,1000000040
3,99,3.5,1000000041
3,19,5.0,1000000042
3,22,5.0,1000000043
3,133,4.0,1000000044
3,45,3.5,1000000045
3,50,5.0,1000000046
3,15,4.5,1000000047
3,140,4.5,1000000048
3,147,3.0,1000000049
3,104,2.0,1000000050
3,63,2.0,1000000051
3,131,3.0,1000000052
3,108,1.5,1000000053
3,56,3.0,1000000054
4,100,4.0,1000000055
4,49,4.5,1000000056
4,81,3.5,1000000057
4,54,4.0,1000000058
4,140,4.0,1000000059
4,61,4.5,1000000060
4,55,4.0,1000000061
4,4,3.5,1000000062
4,132,3.5,1000000063
4,145,5.0,1000000064
4,11,4.0,1000000065
4,51,4.5,1000000066
4,71,5.0,1000000067
4,12,3.5,1000000068
4,15,5.0,1000000069
4,99,4.5,1000000070
4,17,4.0,1000000071
4,19,4.0,1000000072
4,137,2.0,1000000073
4,36,2.5,1000000074
4,33,1.0,1000000075
4,7,2.0,1000000076
4,46,2.5,1000000077
4,143,3.0,1000000078
4,24,2.5,1000000079
4,76,2.5,1000000080
5,11,4.0,1000000081
5,132,4.5,1000000082
5,19,4.0,1000000083
5,26,4.5,1000000084
5,100,4.5,1000000085
5,15,4.5,1000000086
5,55,4.5,1000000087
5,4,4.5,1000000088
5,51,4.5,1000000089
5,127,4.5,1000000090
5,54,4.0,1000000091
5,140,4.0,1000000092
5,146,5.0,1000000093
5,27,2.5,1000000094
5,105,1.5,1000000095
5,117,1.5,1000000096
5,150,2.5,1000000097
6,18,4.0,1000000098
6,13,5.0,1000000099
6,129,4.5,1000000100
6,78,4.0,1000000101
6,32,4.5,1000000102
6,76,5.0,1000000103
6,102,4.0,1000000104
6,58,4.5,1000000105
6,41,4.5,1000000106
6,6,4.5,1000000107
6,53,3.5,1000000108
6,3,5.0,1000000109
6,56,5.0,1000000110
6,9,4.5,1000000111
6,104,4.5,1000000112
6,145,2.5,1000000113
6,37,3.0,1000000114
6,136,1.5,1000000115
6,103,3.0,1000000116
6,12,2.5,1000000117
7,149,4.0,1000000118
7,129,4.0,1000000119
7,115,3.5,1000000120
7,46,5.0,1000000121
7,6,3.5,1000000122
7,28,4.5,1000000123
7,84,4.0,1000000124
7,78,4.5,1000000125
7,11,4.5,1000000126
7,38,2.0,1000000127
7,37,3.0,1000000128
7,147,1.0,1000000129
7,52,1.0,1000000130
8,145,4.5,1000000131
8,107,4.0,1000000132
8,15,5.0,1000000133
8,45,4.5,1000000134
8,62,3.5,1000000135
8,71,4.0,1000000136
8,61,5.0,1000000137
8,99,5.0,1000000138
8,144,4.5,1000000139
8,50,4.5,1000000140
8,46,4.0,1000000141
8,12,5.0,1000000142
8,4,4.0,1000000143
8,40,5.0,1000000144
8,17,4.5,1000000145
8,8,3.0,1000000146
8,119,3.0,1000000147
8,137,2.5,1000000148
8,86,1.5,1000000149
8,75,2.5,1000000150
8,35,1.0,1000000151
8,22,1.0,1000000152
9,65,3.5,1000000153
9,140,4.5,1000000154
9,25,5.0,1000000155
9,4,5.0,1000000156
9,146,5.0,1000000157
9,127,4.5,1000000158
9,100,4.0,1000000159
9,15,4.0,1000000160
9,48,4.0,1000000161
9,105,3.0,1000000162
9,59,2.0,1000000163
9,120,3.0,1000000164
9,135,2.5,1000000165
9,1,2.5,1000000166
9,43,2.5,1000000167
9,116,2.5,1000000168
9,124,2.5,1000000169
10,53,4.0,1000000170
10,78,4.5,1000000171
10,104,4.5,1000000172
10,32,4.0,1000000173
10,129,4.5,1000000174
10,149,4.0,1000000175
10,102,3.5,1000000176
10,11,4.0,1000000177
10,56,3.5,1000000178
10,76,4.0,1000000179
10,58,4.5,1000000180
10,74,2.5,1000000181
10,24,2.0,1000000182
10,90,2.5,1000000183
10,82,2.5,1000000184
10,46,2.5,1000000185
10,100,2.0,1000000186
10,54,2.5,1000000187
10,7,2.5,1000000188
11,112,3.5,1000000189
11,97,4.5,1000000190
11,21,5.0,1000000191
11,128,4.0,1000000192
11,37,5.0,1000000193
11,118,3.5,1000000194
11,103,5.0,1000000195
11,24,4.0,1000000196
11,68,3.5,1000000197
11,84,4.5,1000000198
11,144,4.0,1000000199
11,22,4.0,1000000200
11,131,4.0,1000000201
